"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YTGPN566","journalArticle","2016","Bárrig-Jó, Patricia; Nóblega, Magaly; Del Prado, Juan Nuñez; Conde, Gabriela; Carbonell-Blanco, Olga Alicia; De Litvan, Marina Altmann","Attachment Representations and Maternal Sensitivity in Low Socioeconomic Status Mothers","International Journal of Psychological Studies","","1918-722X, 1918-7211","10.5539/ijps.v8n3p202","http://www.ccsenet.org/journal/index.php/ijps/article/view/61248","<p><em>According to attachment theory, mental representations are defined as dynamic cognitive guides that organize both perceptual and behavioral aspects of the self, attachment figure, and relationships with others. Based on this assumption, several studies had reported a relationship between attachment representations and the quality of care provided by mothers to their infants. This study explored on the relationship between maternal attachment representations, assessed by a narrative script task, and the quality of maternal care observed at home. Participants were 32 mothers between 19 and 44 years of age (M</em><em> </em><em>=</em><em> </em><em>29.6, SD</em><em> </em><em>=</em><em> </em><em>6.28) and their children between 8 and 10 months (M</em><em> </em><em>=</em><em> </em><em>8.91, SD</em><em> </em><em>=</em><em> </em><em>0.96). The results did not show a significant relationship between global scores of participants’ observed care (i.e.</em><em>,</em><em> maternal sensitivity) and their attachment representations. However, a specific association was found between two dimensions of sensitivity (acceptance and active/animated interactions) and the narrative script that refers to a child</em><strong>’</strong><em>s physical injury event. Additionally, mothers who reported early separation experiences with their children showed a significant association between sensitivity and attachment representations on mother-child scripts. Moreover, these mothers showed lower scores on global sensitivity and on specific behavioral care dimensions, such as sensitive response and acceptance to child’s signals, than those of mothers that did not report separations early in their children’ lives.</em><em><em></em></em></p>","2016-08-09","2022-06-04 15:35:16","2022-06-04 15:58:49","2022-06-04 15:35:16","202","","3","8","","IJPS","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\PXSCFJDB\Bárrig-Jó et al. - 2016 - Attachment Representations and Maternal Sensitivit.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTESQKCN","journalArticle","2016","Carrillo, Sonia; Bermúdez-Jaimes, Milton Eduardo; Suárez, Liliana; Gutiérrez, María Camila; Delgado, Ximena","Father’s Perceptions of their Role and Involvement in the Family: A Qualitative Study in a Colombian Sample / Percepciones del padre sobre su rol e involucramiento en la familia: un estudio cualitativo en una muestra colombiana","Revista Costarricense de Psicología","","1659-2913, 0257-1439","10.22544/rcps.v35i02.03","http://rcps-cr.org/openjournal/index.php/RCPs/article/view/85","EnglishThe purpose of this study was to explore fathers’ perceptions about their role in the family, and the characteristics of their involvement in their children’s lives in the Colombian context. The sample consisted of 12 Colombian fathers. The study used a qualitative methodology, one-hour in depth interviews were conducted with the participants. Results indicated important changes in the role of fathers and mothers in Colombian families. Fathers’ perceptions departed to some extent from the traditional pattern attributed to nuclear families, where men are considered as the only economic provider and authority figure in the family. This departure places fathers in a category we would call “in transition”, which includes perceptions of more equitable parental roles within the family and a combination of features from other typologies of fatherhood proposed in the literature. Fathers also reported a desire to participate more at home and to be more involved in their children’s lives; they also emphasized the importance of expressing love and affection to their children. Work-family conflict and the impact of the quality of the father-child relationship emerged as important categories in the fathers’ perceptions of their role and involvement in the family. In Colombia research on fathers is scarce and family policies mainly focus on mothers as the principal caregiver. A better understanding of fathers’ roles and involvement in the family and with children will contribute to the development of programs and policies oriented toward all family members and family relationship systems.EspañolEl propósito de este estudio fue explorar las percepciones de los padres sobre su rol en la familia y las características de su involucramiento en la vida de los hijos en el contexto colombiano. La muestra estuvo conformada por 12 padres colombianos. El estudio siguió una metodología cualitativa en la cual se llevaron a cabo entrevistas en profundidad de una hora de duración con los participantes. Los resultados indicaron cambios importantes en el rol de los padres y las madres en las familias colombianas. Las percepciones de los padres se alejaron en alguna medida del patrón tradicional atribuido a las familias nucleares en las cuales los hombres son considerados como los proveedores exclusivos y las figuras de autoridad de la familia. Esta separación ubica a los padres en una categoría que nosotros llamaríamos “en transición”, la cual incluye percepciones de roles parentales más equitativos dentro de la familia y una combinación de rasgos de otras tipologías de la paternidad propuestos en la literatura. Los padres también reportaron un deseo por participar más en sus hogares y por estar más involucrados en la vida de sus hijos. Adicionalmente, ellos enfatizaron en la importancia de expresar amor y afecto a sus hijos. El conflicto entre el trabajo y la familia y el impacto de la calidad de la relación padre-hijo emergieron como categorías fundamentales en las percepciones de los padres sobre su rol e involucramiento en la familia. En Colombia, la investigación sobre los papás es escasa y las políticas de familia se centran principalmente en las madres como cuidadoras principales. Una mayor comprensión del rol de los papás y de su involucramiento en la familia y con los hijos contribuirá al desarrollo de programas y las políticas orientadas hacia todos los miembros de la familia y hacia los diferentes sistemas de relación en el contexto familiar.","2016-12-16","2022-06-04 15:36:00","2022-06-04 16:01:30","2022-06-04 15:36:00","101-118","","2","35","","RCPs","Father’s Perceptions of their Role and Involvement in the Family","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\JZTUV9LF\Carrillo et al. - 2016 - Father’s Perceptions of their Role and Involvement.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJN3RWW2","journalArticle","2016","Tamayo Martínez, Nathalie; Rincón Rodríguez, Carlos Javier; de Santacruz, Cecilia; Bautista Bautista, Nubia; Collazos, Jaime; Gómez–Restrepo, Carlos","Problemas mentales, trastornos del afecto y de ansiedad en la población desplazada por la violencia en Colombia, resultados de la Encuesta Nacional de Salud Mental 2015","Revista Colombiana de Psiquiatría","","00347450","10.1016/j.rcp.2016.09.004","https://linkinghub.elsevier.com/retrieve/pii/S0034745016300889","","2016-12","2022-06-04 15:36:16","2022-06-04 15:36:16","2022-06-04 15:36:16","113-118","","","45","","Revista Colombiana de Psiquiatría","","","","","","","","es","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3C7IPCYG","journalArticle","2016","Collantes de Laverde, Beatriz Isabel; Escobar Melo, Hugo Alberto","Development of the hypothesis as a tool of the scientific thinking in a learning context of boys and girls between four and eight years old","Psicogente","","01240137","10.17081/psico.19.35.1210","http://revistas.unisimon.edu.co/index.php/psicogente/article/view/1387/1372","","2016-01-01","2022-06-04 15:36:41","2022-06-04 15:36:41","2022-06-04 15:36:41","77-97","","35","19","","psico","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\34KPHZ44\Collantes de Laverde y Escobar Melo - 2016 - Development of the hypothesis as a tool of the sci.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWHFDYH9","journalArticle","2016","Echeverri Buriticá, María Margarita","Otredad racializada en la migración forzada de afrocolombianos a Antofagasta (Chile)","Nómadas","","","","http://nomadas.ucentral.edu.co/nomadas/pdf/nomadas_45/45-6E-Otredad-racializada.pdf","","2016","2022-06-04 15:37:21","2022-06-04 15:38:51","","91-103","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWICJWKA","journalArticle","2016","Gómez Martínez, Jorge Arturo; Vargas Gutiérrez, Rochy; Novoa-Gómez, Mónica María","Relación entre la violencia en el noviazgo y observación de modelos parentales de maltrato","Psychologia. Avances de la Disciplina","","","","https://pesquisa.bvsalud.org/portal/resource/pt/biblio-956055","","2016","2022-06-04 15:38:51","2022-06-04 15:40:04","","101-112","","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7J3C62T","journalArticle","2017","León Rodríguez, Diego Armando; Cárdenas, Fernando","Aproximación Neurodinámica a la Cognición Social","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy15-5.ancs","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/16988","En las últimas décadas ha crecido el estudio los mecanismos involucrados en el comportamiento social, gran parte de estas indagaciones se han realizado desde una aproximación de la neurociencia social cognitiva, la cual se basa en un modelo representacional del procesamiento de información. No obstante, esta aproximación ha sido ampliamente criticada por desconocer la participación del cuerpo, la dinámica afectiva, el contexto social, el cambio durante el desarrollo y suponer un procesamiento modular endógeno. En este sentido, este artículo presenta un modelo neurodinámico de la cognición social, comprendiéndola desde una aproximación enactiva, situada, relacional y sistémica. Desde este modelo se describen los principales cambios en esperados la actividad cerebral durante las interacciones sociales en tiempo real y durante la ontogenia. Se concluye resaltando los desafíos y oportunidades que este tipo de aproximaciones puede proporcionar a la neurociencia y psicología social del futuro.","2017-05-18","2022-06-04 15:41:51","2022-06-04 15:41:51","2022-06-04 15:41:51","","","5","15","","Univ Psychol","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\ZTL7EQSN\León Rodríguez y Cárdenas - 2017 - Aproximación Neurodinámica a la Cognición Social.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VMELKQK","journalArticle","2016","Cortés, Ángela; Torres, Ana; López-López, Wilson; Pérez D., Claudia; Pineda-Marín, Claudia","Comprensiones sobre el perdón y la reconciliación en el contexto del conflicto armado colombiano","Psychosocial Intervention","","11320559","10.1016/j.psi.2015.09.004","http://journals.copmadrid.org/pi/article.php?id=4a06d868d044c50af0cf9bc82d2fc19f","","2016-04","2022-06-04 15:42:36","2022-06-04 15:42:36","2022-06-04 15:42:36","19-25","","1","25","","Psychosocial Intervention","","","","","","","","es","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\XGJ6SQN4\Cortés et al. - 2016 - Comprensiones sobre el perdón y la reconciliación .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLBJ974Q","journalArticle","2016","López-López, Wilson; Andrade Páez, Andrés Felipe; Correa-Chica, Andrea","El proceso de pedir perdón como condición necesaria para la construcción de paz en medio del conflicto armado en Colombia","Revista Argentina de Clínica Psicológica","","","","https://dialnet.unirioja.es/servlet/articulo?codigo=5765749","","2016","2022-06-04 15:43:44","2022-06-04 15:44:33","","187-194","","2","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BNNAR6M","journalArticle","2016","López-López, Wilson; Roa, Diana; Roa, María Alejandra; Correa-Chica, Andrea; Pérez-Durán, Claudia; Pineda-Marín, Claudia","El rol de la filiación política en las creencias y discursos legitimadores de la corrupción","Psychosocial Intervention","","11320559","10.1016/j.psi.2016.07.001","http://journals.copmadrid.org/pi/article.php?id=24e27b869b66e9e62724bd7725d5d9c1","","2016-12","2022-06-04 15:45:00","2022-06-04 15:45:00","2022-06-04 15:45:00","179-186","","3","25","","Psychosocial Intervention","","","","","","","","es","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\AR5TFLCZ\López-López et al. - 2016 - El rol de la filiación política en las creencias y.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKJHYUS3","journalArticle","2016","López López, Wilson; Pineda Marín, Claudia; Sorum, Paul C.; Mullet, Etienne","Prohibition, Regulation or Free Market: A Mapping of Colombian People’s Perspectives Regarding National Drug Policies","Social Indicators Research","","0303-8300, 1573-0921","10.1007/s11205-015-0908-7","http://link.springer.com/10.1007/s11205-015-0908-7","","2016-03","2022-06-04 15:46:14","2022-06-04 15:46:14","2022-06-04 15:46:14","689-710","","2","126","","Soc Indic Res","Prohibition, Regulation or Free Market","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRR497KI","journalArticle","2016","Marciales-Vivas, Gloria Patricia; Castañeda-Peña, Harold Andrés; Barbosa-Chacón, Jorge Winston; Barreto, Idaly; Melo, Leonardo","Fenomenografía de las competencias informacionales: perfiles y transiciones","Revista Latinoamericana de Psicología","","01200534","10.1016/j.rlp.2015.09.007","http://linkinghub.elsevier.com/retrieve/pii/S0120053415000412","","2016-01","2022-06-04 15:46:40","2022-06-04 15:46:48","2022-06-04 15:46:40","58-68","","1","48","","Revista Latinoamericana de Psicología","Fenomenografía de las competencias informacionales","","","","","","","es","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZINSW6T6","journalArticle","2016","Escobar Melo, Hugo Alberto; Abello Correa, Rocio; Castaño García, Jorge","Trayectorias de control y co-variación de variables como expresión del cambio cognitivo en la solución de un problema","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy15-1.tccv","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/12989","Esta investigación caracteriza los trayectos y trayectorias que siguen 136 sujetos universitarios al solucionar un problema físico-matemático de proporcionalidad, planteado a través de un software interactivo, con el objetivo de analizar la variabilidad intra e inter sujeto, respecto del tipo de control de variables y co-variación utilizadas. Se evidenciaron cinco tipos de control de variables (a: No Control, b: Control Simple de dos intentos, c: Control Simple mayor a dos intentos, d: Control con Alternancia y, e: Cambio Controlado) y cuatro de co-variación (f: No co-variación, g: Co-variación Creciente, h: Co-variación Decreciente y i: Co-variación Mixta). Se utilizó el método microgenético con medidas cualitativas y cuantitativas. Los diversos trayectos y trayectorias atestiguan el cambio cognitivo en la solución del problema. Se concluye que existe significativa variabilidad en los procedimientos utilizados por la población, al igual que diferencias significativas respecto de trayectorias con control o co-variación consolidados comparadas con las que no lo tuvieron, igualmente entre los que presentaron trayectos con intermitencia y sin intermitencia.","2016-07-01","2022-06-04 15:47:11","2022-06-04 15:47:11","2022-06-04 15:47:11","","","1","15","","Univ Psychol","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\VKILMXL4\Escobar Melo et al. - 2016 - Trayectorias de control y co-variación de variable.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNL46XXB","journalArticle","2016","Mullet, Etienne; López López, Wilson; Kpanake, Lonzozou; Mukashema, Immaculée; Armange, Roseline; Kamble, Shanmukh; Guedez, Ana Gabriela; Munoz Sastre, Maria Teresa; Sorum, Paul C.; Nieto, Félix; Pineda, Claudia","Medición funcional en el campo de la Ética en Política","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy15-3.fmf","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/16776","We present, in a synthetic way, some of the main findings from ten studies that were conducted in the field of ethics in politics, using the Functional Measurement framework. These studies were about (a) Angolan and Mozambican people’s views about the legitimacy of military-humanitarian interventions, (b) French people’s perspectives regarding the government’s responsibility for the health of consumers of illicit substances, (c) Togolese people’s views about the acceptability of political amnesties in a time of political transition, (d) the perspective of victims of the genocide of the Tutsis in Rwanda regarding the attribution of guilt by association to offspring of perpetrators, (e) slave descendants’ views about the acceptability of national policies on reparations for slavery, (f) Colombian people’s willingness to forgive perpetrators of violence who harmed family members during the civil war, (g) the attitudes of French and Colombian people about national drug control policies, (h) Indian students’ views about the appropriateness of the death penalty for murder or rape, (i) Colombian people’s perspectives regarding corruption, and finally (j) Venezuelan people’s conceptualization of human rights. The main findings are discussed in reference to six of the foundations of Moral Foundations Theory.","2016-10-07","2022-06-04 15:48:53","2022-06-04 15:48:53","2022-06-04 15:48:53","","","3","15","","Univ Psychol","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\VZG9T4N7\Mullet et al. - 2016 - Medición funcional en el campo de la Ética en Polí.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52MTUA48","journalArticle","2016","Nóblega, Magaly; Bárrig, Patricia; Conde, Lourdes Gabriela; Nuñez del Prado, Juan; Carbonell-Blanco, Olga Alicia; Ati, Grupo ATI","Cuidado materno y seguridad del apego antes del primer año de vida","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy15-1.cmsa","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/8826","La relación entre el cuidado materno (sensibilidad) y la seguridad del apego del niño (conducta de base segura) ha sido corroborada en diferentes contextos y edades. Sin embargo, existe ausencia de estudios que la hayan estudiado antes del primer año de vida. La presente investigación analizó esta relación en un grupo de 32 madres peruanas de 19 a 44 años de nivel socioeconómico bajo y sus hijos de 8 a 10 meses. La sensibilidad fue evaluada a través del Q-sort del Comportamiento Materno (MBQS; Pederson & Moran, 1995) y la seguridad del apego mediante el Q-sort del Apego (Waters, 1995). Los resultados muestran que existe una relación directa y significativa entre ambas y que las separaciones físicas juegan un rol importante en esta relación.","2016-07-01","2022-06-04 15:49:46","2022-06-04 15:58:54","2022-06-04 15:49:46","","","1","15","","Univ Psychol","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\JUPWZXF6\Nóblega et al. - 2016 - Cuidado materno y seguridad del apego antes del pr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAQDWIXX","journalArticle","2016","Pedraza, Olga Lucia; Sierra, Fabio; Salazar, Ana Maria; Hernández, Adriana MArgarita; Ariza, María José; Montalvo, María Camila; Plata Contreras, Sandra Juliana; Muñoz, Yolanda; Díaz, Jospe Miguel; Piñeros, César","Acuerdo intra-interobservador en las pruebas Minimental State Examination (MMSE) y Montreal Cognitive Assessment (MoCA test) aplicados por personal en entrenamiento","Acta Neurológica Colombiana","","01208748, 24224022","10.22379/2422402273","http://www.acnweb.org/es/acta-neurologica/volumen-32-2016/174-volumen-32-no-1-enero-marzo-de-2016/1305-acuerdo-intra-interobservador-en-las-pruebas-minimental-state-examination-mmse-y-montreal-cognitive-assessment-moca-test-aplicados-por-personal-en-entrenamiento.html","","2016-03-16","2022-06-04 15:51:31","2022-06-04 15:51:44","2022-06-04 15:51:31","35-40","","1","32","","Acta Neurol. Colomb.","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G572Z6HR","journalArticle","2016","Posada, German; Trumbell, Jill; Noblega, Magaly; Plata Contreras, Sandra Juliana; Peña, Paola; Carbonell-Blanco, Olga Alicia; Lu, Ting","Maternal Sensitivity and Child Secure Base Use in Early Childhood: Studies in Different Cultural Contexts","Child Development","","0009-3920, 1467-8624","10.1111/cdev.12454","https://onlinelibrary.wiley.com/doi/10.1111/cdev.12454","","2016-01","2022-06-04 15:52:12","2022-06-04 15:59:46","2022-06-04 15:52:12","297-311","","1","87","","Child Dev","Maternal Sensitivity and Child Secure Base Use in Early Childhood","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTXIQ9WC","journalArticle","2016","de Santacruz, Cecilia; Torres, Nubia; Gómez-Restrepo, Carlos; Matallana, Diana; Borda, Juan Pablo","La construcción de un componente de salud mental para la encuesta nacional. ENSM-2015, Colombia","Revista Colombiana de Psiquiatría","","00347450","10.1016/j.rcp.2016.08.001","https://linkinghub.elsevier.com/retrieve/pii/S0034745016300762","","2016-12","2022-06-04 15:52:38","2022-06-04 15:52:38","2022-06-04 15:52:38","19-25","","","45","","Revista Colombiana de Psiquiatría","","","","","","","","es","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGV9V8BD","journalArticle","2015","Rodríguez-Melgarejo, Gina; Rodríguez-Angarita, Óscar; Ávila-Campos, Jorge E.; Acevedo-Triana, César Andrés","Relación entre el fenómeno de la ilusión de la mano falsa y variables personales","Suma Psicológica","","01214381","10.1016/j.sumpsi.2015.07.001","http://linkinghub.elsevier.com/retrieve/pii/S0121438115000156","","2015-07","2022-06-04 15:53:28","2022-06-04 16:23:59","2022-06-04 15:53:28","110-119","","2","22","","Suma Psicológica","","","","","","","","es","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HP3FPVRC","journalArticle","2015","Garcia, Agnaldo; Acevedo-Triana, César Andrés; López-López, Wilson","The Meaning of and Proposals for Latin-American Cooperation in Psychology","Psykhe (Santiago)","","07170297, 07182228","10.7764/psykhe.24.2.765","http://ojs.uc.cl/index.php/psykhe/article/view/19693","","2015-11-05","2022-06-04 15:53:57","2022-06-04 16:24:13","2022-06-04 15:53:57","1-12","","2","24","","Psykhe (Santiago)","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\8PAWMICD\Universidade Federal do Espírito Santo et al. - 2015 - The Meaning of and Proposals for Latin-American Co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8R5RXP7Q","journalArticle","2014","Medina Alvarez, Argelia; Arévalo Carrascal, Amanda; Durán Echeverri, Alicia","Necesidades, expectativas y sueños sobre la relación de pareja, de hombres remitidos para atención psicológica por denuncias de violencia intrafamiliar","Universitas Psychologica","","20112777, 16579267","10.11144/Javeriana.upsy14-1.nesr","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/5738","A fin de contribuir a la comprensión de la violencia de los hombres hacia sus parejas se identificaron necesidades, expectativas y sueños de los hombres y su relación con la aparición y mantenimiento del maltrato verbal y físico, a través de una investigación-intervención cualitativa realizada con doce parejas heterosexuales. Las necesidades, expectativas y sueños se ubican en tres grupos: el primero incluye aspectos emocionales y relacionales; el segundo tradiciones culturales patriarcales y el tercero muestra el deseo de los hombres por unas relaciones más igualitarias. Se encontró que no sólo el deseo de dominación, poder y control sino también la insatisfacción respecto de la vinculación y el afecto, pueden contribuir a la violencia por parte de los hombres.","2014-08-20","2022-06-04 15:57:24","2022-06-04 15:57:24","2022-06-04 15:57:24","","","1","14","","Univ Psychol","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\INVK52XW\Medina Alvarez et al. - 2014 - Necesidades, expectativas y sueños sobre la relaci.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZQ29C9L","journalArticle","2016","Mesman, Judi; van IJzendoorn, Marinus; Behrens, Kazuko; Carbonell-Blanco, Olga Alicia; Cárcamo, Rodrigo; Cohen-Paraira, Inbar; de la Harpe, Christian; Ekmekçi, Hatice; Emmen, Rosanneke; Heidar, Jailan; Kondo-Ikemura, Kiyomi; Mels, Cindy; Mooya, Haatembo; Murtisari, Sylvia; Nóblega, Magaly; Ortiz, Jenny Amanda; Sagi-Schwartz, Abraham; Sichimba, Francis; Soares, Isabel; Steele, Howard; Steele, Miriam; Pape, Marloes; van Ginkel, Joost; van der Veer, René; Wang, Lamei; Selcuk, Bilge; Yavuz, Melis; Zreik, Ghadir","Is the ideal mother a sensitive mother? Beliefs about early childhood parenting in mothers across the globe","International Journal of Behavioral Development","","0165-0254, 1464-0651","10.1177/0165025415594030","http://journals.sagepub.com/doi/10.1177/0165025415594030","In this article, we test the hypothesis that beliefs about the ideal mother are convergent across cultures and that these beliefs overlap considerably with attachment theory’s notion of the sensitive mother. In a sample including 26 cultural groups from 15 countries around the globe, 751 mothers sorted the Maternal Behavior Q-Set to reflect their ideas about the ideal mother. The results show strong convergence between maternal beliefs about the ideal mother and attachment theory’s description of the sensitive mother across groups. Cultural group membership significantly predicted variations in maternal sensitivity belief scores, but this effect was substantially accounted for by group variations in socio-demographic factors. Mothers living in rural versus urban areas, with a low family income, and with more children, were less likely to describe the ideal mother as highly sensitive. Cultural group membership did remain a significant predictor of variations in maternal sensitivity belief scores above and beyond socio-demographic predictors. The findings are discussed in terms of the universal and culture-specific aspects of the sensitivity construct.","2016-09","2022-06-04 15:58:03","2022-06-04 15:59:33","2022-06-04 15:58:03","385-397","","5","40","","International Journal of Behavioral Development","Is the ideal mother a sensitive mother?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\AU2Y3B8P\Mesman et al. - 2016 - Is the ideal mother a sensitive mother Beliefs ab.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4LHX65H","journalArticle","2014","Carbonell-Blanco, Olga Alicia; Plata Contreras, Sandra Juliana; Bermúdez-Jaimes, Milton Eduardo; Suárez Baracaldo, Liliana Catalina; Peña Patiño, Paola Andrea; Villanueva Betancourth, Carolina","Caracterización de prácticas de cuidado en familias con niños en primera infancia en situación de desplazamiento forzado","Universitas Psychologica","","20112777, 16579267","10.11144/Javeriana.upsy14-1.cpcf","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/8060","El propósito del estudio fue caracterizar las prácticas de crianza del cuidador principal respecto a calidad del cuidado, prácticas disciplinarias, relaciones de apego tempranas niño-cuidador y desarrollo infantil en 10 familias caso en situación de desplazamiento forzado con niños en primera infancia. El diseño metodológico fue multimétodo con instrumentos observacionales derivados de la Teoría del Apego y medidas de autorreporte. Se encontraron asociaciones significativas entre sensibilidad del cuidador con desarrollo infantil, también entre apego infantil con dominios de cuidado materno. Se obtuvieron categorías emergentes sobre transmisión intergeneracional de patrones de crianza y prácticas de cuidado infantil actuales con una entrevista etnográfica basada en Teoría Fundamentada en los Datos. Los hallazgos fueron analizados considerando factores protectores y riesgo en estos casos.","2014-08-29","2022-06-04 16:00:15","2022-06-04 16:01:07","2022-06-04 16:00:15","","","1","14","","Univ Psychol","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\CLBVKJYP\Carbonell Blanco et al. - 2014 - Caracterización de prácticas de cuidado en familia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFPZFU6U","journalArticle","2015","Salinas-Quiroz, Fernando-; Morales-Carmona, Francisco Antonio; de Castro, Filipe; Juárez-Hernández, Maria Clotilde; Posada, Germán; Carbonell-Blanco, Olga Alicia","Educación Inicial de Base Segura: Indicador de la calidad educativa para la primera infancia","Psicología Iberoamericana","","","","https://www.redalyc.org/pdf/1339/133944230009.pdf","","2015","2022-06-04 16:02:43","2022-06-04 16:03:54","","75-82","","1","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
